School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
Rockhurst,2.64,3.0,5.64,2,3,1
De Smet Jesuit,2.43,3.15,5.58,4,1,2
SLUH,2.69,2.67,5.36,1,6,3
Christian Brothers College,2.26,2.99,5.25,6,4,4
Rock Bridge,2.22,3.02,5.23,7,2,5
St. Dominic,2.45,2.62,5.07,3,7,6
Chaminade College Prep,2.18,2.67,4.85,8,5,7
Kickapoo,2.41,2.28,4.69,5,15,8
Lindbergh,2.04,2.45,4.49,9,10,9
Liberty (Wentzville),1.91,2.38,4.28,11,11,10
Lee's Summit,1.89,2.28,4.17,12,14,11
Vianney,1.65,2.47,4.12,18,8,12
Marquette,1.7,2.37,4.07,15,12,13
Park Hill South,1.55,2.47,4.02,20,9,14
John Burroughs,1.55,2.36,3.91,21,13,15
Liberty North,1.69,2.16,3.85,17,19,16
Ft. Zumwalt North,1.77,1.99,3.76,13,26,17
Francis Howell Central,1.3,2.24,3.54,32,16,18
Blue Springs,1.46,2.06,3.52,25,25,19
Northwest (Cedar Hill),1.93,1.59,3.52,10,35,20
Kirkwood,1.33,2.18,3.51,30,18,21
Park Hill,1.61,1.9,3.51,19,29,22
Francis Howell North,1.31,2.15,3.46,31,20,23
Lee's Summit West,1.23,2.14,3.37,33,21,24
Priory,1.43,1.92,3.34,27,28,25
Raymore-Peculiar,1.54,1.76,3.3,22,33,26
Oakville,1.38,1.88,3.26,28,30,27
Eureka,1.09,2.14,3.23,36,22,28
Lafayette (Wildwood),1.06,2.09,3.15,37,23,29
Blue Springs South,1.03,2.07,3.11,38,24,30
Francis Howell,1.16,1.92,3.08,34,27,31
Hickman,1.69,1.29,2.98,16,41,32
Liberty,1.45,1.49,2.94,26,39,33
Ozark,1.38,1.52,2.9,29,37,34
Nixa,1.1,1.52,2.62,35,36,35
Ft. Zumwalt West,0.35,2.22,2.56,46,17,36
Mehlville,0.89,1.63,2.52,39,34,37
Carthage,1.7,0.81,2.51,14,46,38
Staley,0.62,1.78,2.4,42,32,39
Timberland,0.88,1.51,2.38,40,38,40
Troy Buchanan,0.57,1.8,2.37,43,31,41
Lee's Summit North,1.47,0.86,2.33,24,45,42
Jackson,0.35,1.44,1.79,45,40,43
Joplin,1.52,-0.04,1.47,23,54,44
Waynesville,0.72,0.46,1.19,41,48,45
Parkway South,0.46,0.43,0.89,44,49,46
Seckman,-0.11,0.96,0.85,50,44,47
Pattonville,-0.17,0.97,0.8,51,43,48
Oak Park,-0.38,1.11,0.73,53,42,49
Neosho,0.03,0.37,0.39,48,50,50
Fort Osage,-0.26,0.36,0.1,52,51,51
Fox,0.08,-0.03,0.05,47,53,52
Ritenour,-0.58,0.51,-0.07,55,47,53
Central (St. Joseph),-0.68,0.16,-0.52,57,52,54
Raytown,-0.07,-0.66,-0.73,49,57,55
Central (Springfield),-0.64,-0.24,-0.88,56,55,56
North Kansas City,-0.57,-0.71,-1.28,54,58,57
Republic,-1.31,-0.57,-1.88,59,56,58
Hazelwood West,-1.04,-1.48,-2.52,58,59,59
Hazelwood Central,-2.37,-2.41,-4.78,61,60,60
Lebanon,-2.3,-2.74,-5.04,60,61,61
